1000060,Frieza (1st Form),5,5,10,2,1926,6419,1265,4215,948,3159,3,60,10,23,,3346,5,2765,1,62.0,100006.0,50.0,26.0,51.0,28.0,59.0,,,40,6,0,0,120,12,1.0,1,1,295,1064,,,,,0,0,,,,500,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000061,Frieza (1st Form),5,5,14,3,6419,6720,4215,6120,3159,3505,23,80,10,30,,13331,5,4280,1,62.0,100006.0,50.0,26.0,51.0,28.0,59.0,,,40,6,0,0,120,12,1.0,1,1,295,1064,,,,,0,0,,,,600,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000070,Cell (1st Form),6,6,8,2,1309,4364,1099,3662,943,3142,0,60,10,21,,3071,4,2765,1,63.0,100007.0,12.0,19.0,50.0,47.0,33.0,1004.0,,40,5,0,0,123,12,1.0,1,1,510,824,,,,,0,0,,,,500,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000071,Cell (1st Form),6,6,12,3,4364,5576,3662,5763,3142,3841,20,80,10,30,,12884,4,4280,1,63.0,100007.0,12.0,19.0,50.0,47.0,33.0,1004.0,,40,5,0,0,123,12,1.0,1,1,510,824,,,,,0,0,,,,600,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000080,Cell (1st Form),6,6,10,2,1790,5967,1088,3626,1145,3817,1,60,10,23,,3332,5,2765,1,64.0,100008.0,12.0,19.0,50.0,47.0,33.0,1004.0,,40,5,0,0,130,12,1.0,1,1,421,713,,,,,0,0,,,,500,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1090080,Mark Zuckerburg,6,6,10,2,1790,5967,1088,3626,1145,3817,1,60,10,23,,3332,5,2765,1,64.0,100008.0,12.0,19.0,50.0,47.0,33.0,1004.0,,40,5,0,0,130,12,1.0,1,1,421,713,,,,,0,0,,,,500,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000081,Cell (1st Form),6,6,14,3,5967,6720,3626,5616,3817,4553,21,80,10,30,,13363,5,4280,1,64.0,100008.0,12.0,19.0,50.0,47.0,33.0,1004.0,,40,5,0,0,130,12,1.0,1,1,421,713,,,,,0,0,,,,600,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000090,Gohan (Kid),7,7,10,2,1536,5119,1158,3860,747,2490,3,60,10,23,,3356,5,2765,1,69.0,100009.0,23.0,45.0,49.0,,,,,40,6,0,0,130,12,1.0,1,1,441,875,,,,,0,0,,,,500,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000091,Gohan (Kid),7,7,14,3,5119,7126,3860,5857,2490,2920,13,80,10,30,,13288,5,4280,1,69.0,100009.0,23.0,45.0,49.0,,,,,40,6,0,0,130,12,1.0,1,1,441,875,,,,,0,0,,,,600,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000100,Trunks (Teen),8,8,10,2,1657,5523,1184,3945,835,2783,0,60,10,21,,3351,5,2765,1,1.0,100010.0,40.0,39.0,19.0,45.0,,,,40,4,0,0,110,12,1.0,1,1,495,712,,,,,0,0,,,,500,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000101,Trunks (Teen),8,8,14,3,5523,6798,3945,6010,2783,3282,10,80,10,30,,13374,5,4280,1,1.0,100010.0,40.0,39.0,19.0,45.0,,,,40,4,0,0,110,12,1.0,1,1,495,712,,,,,0,0,,,,600,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000110,Krillin,9,9,10,2,1528,5093,1037,3455,974,3248,1,60,10,23,,3338,5,2765,1,135.0,100011.0,45.0,36.0,2.0,1.0,,,,40,5,0,0,155,12,1.0,1,1,525,708,,,,,0,0,,,,500,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000111,Krillin,9,9,14,3,5093,5970,3455,5292,3248,3700,11,80,10,30,,13304,5,4280,1,135.0,100011.0,45.0,36.0,2.0,1.0,,,,40,5,0,0,155,12,1.0,1,1,525,708,,,,,0,0,,,,600,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000120,Piccolo,10,10,8,2,1425,4750,1119,3729,738,2459,0,60,10,21,,3112,4,2765,1,10.0,100012.0,45.0,26.0,30.0,48.0,8.0,,,40,4,0,0,110,12,1.0,1,1,488,707,,,,,0,0,,,,500,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000121,Piccolo,10,10,12,3,4750,6069,3729,5848,2459,2968,10,80,10,30,,12868,4,4280,1,10.0,100012.0,45.0,26.0,30.0,48.0,8.0,,,40,4,0,0,110,12,1.0,1,1,488,707,,,,,0,0,,,,600,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000130,Tien,11,11,10,2,1536,5119,1073,3577,816,2721,1,60,10,23,,3355,5,2765,1,136.0,100013.0,45.0,24.0,5.0,39.0,37.0,,,40,5,0,0,150,12,1.0,1,1,464,918,,,,,0,0,,,,500,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000131,Tien,11,11,14,3,5119,6300,3577,5556,2721,3205,11,80,10,30,,13352,5,4280,1,136.0,100013.0,45.0,24.0,5.0,39.0,37.0,,,40,5,0,0,150,12,1.0,1,1,464,918,,,,,0,0,,,,600,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000140,Chiaotzu,12,12,10,2,1562,5205,994,3312,734,2448,2,60,10,23,,3355,5,2765,1,141.0,100014.0,45.0,24.0,5.0,13.0,46.0,,,40,5,0,0,123,12,1.0,1,1,439,704,,,,,0,0,,,,500,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000141,Chiaotzu,12,12,14,3,5205,7016,3312,5348,2448,2986,12,80,10,30,,13315,5,4280,1,141.0,100014.0,45.0,24.0,5.0,13.0,46.0,,,40,5,0,0,123,12,1.0,1,1,439,704,,,,,0,0,,,,600,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000150,Yamcha,13,13,10,2,1265,4217,1149,3830,857,2855,0,60,10,23,,3369,5,2765,1,13.0,100015.0,45.0,37.0,36.0,53.0,,,,40,4,0,0,110,12,1.0,1,1,336,769,,,,,0,0,,,,500,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000151,Yamcha,13,13,14,3,4217,5190,3830,5868,2855,3370,10,80,10,30,,13336,5,4280,1,13.0,100015.0,45.0,37.0,36.0,53.0,,,,40,4,0,0,110,12,1.0,1,1,336,769,,,,,0,0,,,,600,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000160,Raditz,14,14,10,2,1469,4897,955,3182,954,3181,1,60,10,23,,3355,5,2765,1,72.0,100016.0,34.0,22.0,32.0,,,,,40,5,0,0,150,12,1.0,1,1,328,868,,,,,0,0,,,,500,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000161,Raditz,14,14,14,3,4897,6027,3182,5070,3181,3771,21,80,10,30,,13315,5,4280,1,72.0,100016.0,34.0,22.0,32.0,,,,,40,5,0,0,150,12,1.0,1,1,328,868,,,,,0,0,,,,600,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000170,Nappa,15,15,10,2,1504,5012,1227,4090,794,2648,3,60,10,23,,3335,5,2765,1,17.0,100017.0,22.0,21.0,52.0,49.0,42.0,,,40,6,0,0,120,12,1.0,1,1,414,906,,,,,0,0,,,,500,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000171,Nappa,15,15,14,3,5012,6169,4090,6139,2648,3115,23,80,10,30,,13358,5,4280,1,17.0,100017.0,22.0,21.0,52.0,49.0,42.0,,,40,6,0,0,120,12,1.0,1,1,414,906,,,,,0,0,,,,600,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000180,Zarbon,16,16,10,2,1484,4946,1028,3428,1114,3713,2,60,10,23,,3328,5,2765,1,14.0,100018.0,28.0,51.0,43.0,,,,,40,5,0,0,123,12,1.0,1,1,432,862,,,,,0,0,,,,500,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000181,Zarbon,16,16,14,3,4946,6396,3428,5373,3713,4426,22,80,10,30,,13363,5,4280,1,14.0,100018.0,28.0,51.0,43.0,,,,,40,5,0,0,123,12,1.0,1,1,432,862,,,,,0,0,,,,600,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000190,Captain Ginyu,17,17,8,2,1693,5643,1023,3411,982,3273,2,60,10,21,,3101,4,2765,1,15.0,100019.0,41.0,17.0,25.0,73.0,94.0,,,40,5,0,0,123,12,1.0,1,1,417,825,,,,,0,0,,,,500,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000191,Captain Ginyu,17,17,12,3,5643,7527,3411,5441,3273,4009,22,80,10,30,,12852,4,4280,1,15.0,100019.0,41.0,17.0,25.0,73.0,94.0,,,40,5,0,0,123,12,1.0,1,1,417,825,,,,,0,0,,,,600,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000200,Android #19,18,18,10,2,1528,5094,994,3314,1145,3818,4,60,10,23,,3366,5,2765,1,18.0,100020.0,35.0,52.0,73.0,81.0,,,,40,5,0,0,140,12,1.0,1,1,523,763,,,,,0,0,,,,500,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000201,Android #19,18,18,14,3,5094,6270,3314,5232,3818,4555,24,80,10,30,,13326,5,4280,1,18.0,100020.0,35.0,52.0,73.0,81.0,,,,40,5,0,0,140,12,1.0,1,1,523,763,,,,,0,0,,,,600,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000210,Dr. Gero,19,19,10,2,1495,4984,1115,3717,924,3081,2,60,10,23,,3369,5,2765,1,19.0,100021.0,35.0,55.0,8.0,12.0,86.0,114.0,81.0,40,5,0,0,123,12,1.0,1,1,498,784,,,,,0,0,,,,500,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000211,Dr. Gero,19,19,14,3,4984,6773,3717,5873,3081,3807,22,80,10,30,,13385,5,4280,1,19.0,100021.0,35.0,55.0,8.0,12.0,86.0,114.0,81.0,40,5,0,0,123,12,1.0,1,1,498,784,,,,,0,0,,,,600,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000220,Android #17,21,20,8,2,1595,5315,933,3109,924,3079,1,60,10,21,,3090,4,2765,1,137.0,100022.0,35.0,31.0,4.0,1001.0,110.0,,,40,5,0,0,150,12,1.0,1,1,439,771,,,,,0,0,,,,500,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000221,Android #17,21,20,12,3,5315,6791,3109,5056,3079,3760,21,80,10,30,,12905,4,4280,1,137.0,100022.0,35.0,31.0,4.0,1001.0,110.0,,,40,5,0,0,150,12,1.0,1,1,439,771,,,,,0,0,,,,600,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000230,Android #18,20,21,10,2,1450,4832,1226,4088,929,3096,3,60,10,23,,3345,5,2765,1,20.0,100023.0,35.0,31.0,4.0,64.0,1001.0,110.0,,40,6,0,0,120,12,1.0,1,1,469,829,,,,,0,0,,,,500,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000231,Android #18,20,21,14,3,4832,5947,4088,6185,3096,3666,23,80,10,30,,13358,5,4280,1,20.0,100023.0,35.0,31.0,4.0,64.0,1001.0,110.0,,40,6,0,0,120,12,1.0,1,1,469,829,,,,,0,0,,,,600,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000240,Android #16,22,22,10,2,1664,5547,1053,3510,1098,3660,4,60,10,23,,3341,5,2765,1,22.0,100024.0,35.0,38.0,17.0,,,,,40,5,0,0,140,12,1.0,1,1,362,895,,,,,0,0,,,,500,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000241,Android #16,22,22,14,3,5547,6827,3510,5473,3660,4361,24,80,10,30,,13379,5,4280,1,22.0,100024.0,35.0,38.0,17.0,,,,,40,5,0,0,140,12,1.0,1,1,362,895,,,,,0,0,,,,600,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000250,Master Roshi,23,23,10,2,1285,4284,1181,3936,698,2327,3,60,10,23,,3374,5,2765,1,23.0,100025.0,42.0,27.0,36.0,47.0,16.0,3.0,,40,6,0,0,120,12,1.0,1,1,482,795,,,,,0,0,,,,500,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000251,Master Roshi,23,23,14,3,4284,5273,3936,5998,2327,2720,13,80,10,30,,13363,5,4280,1,23.0,100025.0,42.0,27.0,36.0,47.0,16.0,3.0,,40,6,0,0,120,12,1.0,1,1,482,795,,,,,0,0,,,,600,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000260,Mercenary Tao,24,24,8,2,1161,3871,1066,3553,709,2364,0,60,10,21,,3096,4,2765,1,82.0,100026.0,5.0,16.0,18.0,32.0,90.0,,,40,4,0,0,110,12,1.0,1,1,544,788,,,,,0,0,,,,500,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000261,Mercenary Tao,24,24,12,3,3871,4946,3553,5624,2364,2847,20,80,10,30,,12889,4,4280,1,82.0,100026.0,5.0,16.0,18.0,32.0,90.0,,,40,4,0,0,110,12,1.0,1,1,544,788,,,,,0,0,,,,600,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000270,Gohan (Kid),7,7,6,1,1258,4194,691,2303,828,2760,2,40,10,13,,1428,2,1489,1,36.0,100027.0,23.0,45.0,49.0,6.0,,,,50,5,0,0,133,12,1.0,1,1,437,700,,,,,0,0,,,,50,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000271,Gohan (Kid),7,7,6,2,4194,5947,2303,3269,2760,3522,12,60,10,20,,3239,2,2765,1,36.0,100027.0,23.0,45.0,49.0,6.0,,,,50,5,0,0,133,12,1.0,1,1,437,700,,,,,0,0,,,,60,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000280,Trunks (Teen),8,8,5,1,941,3135,758,2525,618,2061,0,40,10,11,,1281,1,1489,1,84.0,100028.0,1000.0,40.0,39.0,19.0,45.0,,,50,4,0,0,110,12,1.0,1,1,397,786,,,,,0,0,,,,50,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000281,Trunks (Teen),8,8,5,2,3135,4703,2525,3787,2061,2778,10,60,10,20,,3080,1,2765,1,84.0,100028.0,1000.0,40.0,39.0,19.0,45.0,,,50,4,0,0,110,12,1.0,1,1,397,786,,,,,0,0,,,,60,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000290,Krillin,9,9,6,1,858,2860,651,2170,891,2969,4,40,10,13,,1439,2,1489,1,37.0,100029.0,1000.0,45.0,36.0,2.0,1.0,,,50,5,0,0,140,12,1.0,1,1,401,749,,,,,0,0,,,,50,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000291,Krillin,9,9,6,2,2860,4085,2170,3172,2969,3974,14,60,10,20,,3228,2,2765,1,37.0,100029.0,1000.0,45.0,36.0,2.0,1.0,,,50,5,0,0,140,12,1.0,1,1,401,749,,,,,0,0,,,,60,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000300,Piccolo,10,10,5,1,1143,3809,627,2091,700,2334,2,40,10,11,,1290,1,1489,1,38.0,100030.0,45.0,26.0,6.0,48.0,33.0,,,50,4,0,0,123,12,1.0,1,1,394,873,,,,,0,0,,,,50,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000301,Piccolo,10,10,5,2,3809,5949,2091,3136,2334,3188,12,60,10,20,,3112,1,2765,1,38.0,100030.0,45.0,26.0,6.0,48.0,33.0,,,50,4,0,0,123,12,1.0,1,1,394,873,,,,,0,0,,,,60,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000310,Tien,11,11,5,1,774,2580,702,2340,653,2176,0,40,10,11,,1283,1,1489,1,39.0,100031.0,45.0,24.0,5.0,39.0,37.0,,,50,4,0,0,110,12,1.0,1,1,431,914,,,,,0,0,,,,50,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000311,Tien,11,11,5,2,2580,3960,2340,3615,2176,2763,10,60,10,20,,3099,1,2765,1,39.0,100031.0,45.0,24.0,5.0,39.0,37.0,,,50,4,0,0,110,12,1.0,1,1,431,914,,,,,0,0,,,,60,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000320,Chiaotzu,12,12,6,1,826,2753,661,2204,673,2244,1,40,10,13,,1446,2,1489,1,40.0,100032.0,45.0,24.0,5.0,13.0,2.0,,,50,4,0,0,150,12,1.0,1,1,427,745,,,,,0,0,,,,50,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000321,Chiaotzu,12,12,6,2,2753,3933,2204,3220,2244,2938,11,60,10,20,,3199,2,2765,1,40.0,100032.0,45.0,24.0,5.0,13.0,2.0,,,50,4,0,0,150,12,1.0,1,1,427,745,,,,,0,0,,,,60,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000330,Yamcha,13,13,5,1,891,2970,642,2140,644,2148,1,40,10,11,,1285,1,1489,1,41.0,100033.0,45.0,36.0,53.0,42.0,37.0,,,50,4,0,0,145,12,1.0,1,1,373,804,,,,,0,0,,,,50,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000331,Yamcha,13,13,5,2,2970,4455,2140,3210,2148,2909,11,60,10,20,,3083,1,2765,1,41.0,100033.0,45.0,36.0,53.0,42.0,37.0,,,50,4,0,0,145,12,1.0,1,1,373,804,,,,,0,0,,,,60,1.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000340,Raditz,14,14,5,1,842,2808,688,2294,633,2110,0,40,10,11,,1277,1,1489,1,34.0,100034.0,34.0,22.0,32.0,,,,,50,5,0,0,115,12,1.0,1,1,439,827,,,,,0,0,,,,50,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000341,Raditz,14,14,5,2,2808,4212,2294,3387,2110,2720,20,60,10,20,,3096,1,2765,1,34.0,100034.0,34.0,22.0,32.0,,,,,50,5,0,0,115,12,1.0,1,1,439,827,,,,,0,0,,,,60,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000350,Nappa,15,15,6,1,1104,3680,699,2329,740,2465,4,40,10,13,,1437,2,1489,1,35.0,100035.0,22.0,21.0,52.0,49.0,42.0,,,50,5,0,0,140,12,1.0,1,1,454,815,,,,,0,0,,,,50,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000351,Nappa,15,15,6,2,3680,4994,2329,3304,2465,3122,24,60,10,20,,3210,2,2765,1,35.0,100035.0,22.0,21.0,52.0,49.0,42.0,,,50,5,0,0,140,12,1.0,1,1,454,815,,,,,0,0,,,,60,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000360,Zarbon,16,16,5,1,978,3260,660,2199,709,2363,4,40,10,11,,1285,1,1489,1,42.0,100036.0,28.0,51.0,43.0,,,,,50,5,0,0,140,12,1.0,1,1,423,857,,,,,0,0,,,,50,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000361,Zarbon,16,16,5,2,3260,4890,2199,3298,2363,3232,24,60,10,20,,3083,1,2765,1,42.0,100036.0,28.0,51.0,43.0,,,,,50,5,0,0,140,12,1.0,1,1,423,857,,,,,0,0,,,,60,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000370,Captain Ginyu,17,17,6,1,1138,3792,852,2840,647,2155,3,40,10,13,,1438,2,1489,1,43.0,100037.0,41.0,17.0,25.0,73.0,94.0,,,50,6,0,0,120,12,1.0,1,1,423,719,,,,,0,0,,,,50,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000371,Captain Ginyu,17,17,6,2,3792,5147,2840,3998,2155,2702,23,60,10,20,,3203,2,2765,1,43.0,100037.0,41.0,17.0,25.0,73.0,94.0,,,50,6,0,0,120,12,1.0,1,1,423,719,,,,,0,0,,,,60,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000380,Android #19,18,18,5,1,896,2985,631,2104,786,2620,4,40,10,11,,1274,1,1489,1,42.0,100038.0,35.0,52.0,73.0,81.0,,,,50,5,0,0,140,12,1.0,1,1,376,852,,,,,0,0,,,,50,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000381,Android #19,18,18,8,2,2985,6136,2617,3857,2620,2976,24,60,10,20,,3112,1,2765,1,42.0,100038.0,35.0,52.0,73.0,81.0,,,,50,5,0,0,140,12,1.0,1,1,376,852,,,,,0,0,,,,60,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000390,Dr. Gero,19,19,5,1,862,2873,693,2311,601,2002,1,40,10,11,,1301,1,1489,1,44.0,100039.0,35.0,55.0,12.0,86.0,114.0,81.0,,50,5,0,0,150,12,1.0,1,1,403,888,,,,,0,0,,,,50,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000391,Dr. Gero,19,19,5,2,2873,4536,2311,3570,2002,2799,21,60,10,20,,3079,1,2765,1,44.0,100039.0,35.0,55.0,12.0,86.0,114.0,81.0,,50,5,0,0,150,12,1.0,1,1,403,888,,,,,0,0,,,,60,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000400,Android #17,21,20,5,1,958,3192,612,2041,827,2756,4,40,10,11,,1289,1,1489,1,46.0,100040.0,35.0,31.0,4.0,110.0,,,,50,5,0,0,140,12,1.0,1,1,388,805,,,,,0,0,,,,50,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
1000401,Android #17,21,20,5,2,3192,4788,2041,3061,2756,3821,24,60,10,20,,3077,1,2765,1,46.0,100040.0,35.0,31.0,4.0,110.0,,,,50,5,0,0,140,12,1.0,1,1,388,805,,,,,0,0,,,,60,2.0,,2015-10-30 00:00:00,2022-05-27 10:38:50.571295,2022-05-27 10:38:50.571295
